X;Vigenere_r1;Vigenere_r5;Vigenere_r10;Affine;Uniform;Recursive
давматеріа;іежтешїцне;тілюсенацс;сліїткцшфп;їнлбншіьен;їїглжвіцжт;шчтмдсцкєс
луігрошейн;уюпішцгксх;пюшуитгуає;шфкоефдеун;месюоґжпвь;фтфочашїгк;учнішебєжл
ановуцеркв;рґдтийцєбт;ргьцсйхяда;мрфьпґфват;щшцхминтбх;изрюкгїїмр;жюеґикфдщб
уапаннезна;южчжххкнхж;ьшяґіфбтсч;шклбпгфмщч;йщащииянищ;ффопщщмцло;жґїмшіенує
ючинемавщо;яшіоєнбгьп;луцїьащофз;нюебниардз;пдшгкмцаїу;йвенгніпню;ьолалльїзс
датичиможе;тнечічавху;амцррдятоя;сюхґєігщшг;ичдцсцяїйа;зншдсшґавз;еущплбмнан
пянийбувдо;бкяхшмднра;жялєґууавз;фтїножиюкн;ебтїсоєипк;аящїєєжйсз;дмсґхщсндт
ситькажедо;ьпюеузнлкч;щжіьяжешдг;ябінґщклту;дчацєіґкпр;лжзуршзгтк;гмпвсуібїй
нихнащовам;чрвчиешїиц;іхбюоуаікб;сфіотдоавх;лпблрчдарх;ххтшвазйшж;фтйвлнямлю
новоїцеркв;щькьфдояцк;шоьцуґелтй;пиєфчґсххж;абобшзтгьо;шґгюелєтбг;ябаббвгджй
ионморшанц;ршчцшьдичг;ьлйвяєхщгє;оуммфпчяяь;кґьуґожиьч;єйижюхнеґю;прецяхфмєу
імаютьдвіз;шанлектпшц;ьжфигмьцуу;юншагйнснї;тжаяілпбтс;йсжяюнджґс;ївкмьйиуау
аберітьсоб;тушзаіпиєу;йеґьгввпшц;езрїиуацоо;цчяйґлукіч;гатґшпцсйл;зємуещвюаю
іоднубазаб;рчкцяизози;пщьпезібвн;ігщалввоєи;ґжиюхгцнцг;цдмцрржибї;мжфяутїбйк
ерітькажут;зукхангіцх;полаочюїби;гяйєсфопвн;мфаіхьтгсі;ишщичвтяіб;фжяєейпяон
ьдовжанцік;ґїхзлєфаос;яаавщвїжів;бвуауиорцю;уеяаїщьлоф;збозмлйвхф;вчщупзшґяг
олибонедад;сойґсрзжгж;їжєсоіяврд;їґевззґжжн;жнслжтіхщх;ендхвязуск;цшсмґрфівй
утьоввакаж;їіпєффтгть;тшййцбеьшя;зфцумвґсцґ;ажиєггпепс;реьлоскяхз;йцеядґзйтв
епаннасезн;яїциицкяви;жлаьквнетк;ріжгзйяпєн;яьдииднящи;їучвбеюиух;зчгьаььчфо
айдемораду;епіїтфцеіщ;рзчгфдмтвю;учпсгцдяет;ляпажгюлпє;ійтзієгвхі;рхїґмргуцм
ізаразпокл;спиьипщшфх;тбщцурікрд;импоюжяюиь;юїзбзїжлиг;опвдвкксуш;ібїйхдьвяб
икавсвогоо;нсєзшзхихх;хткртнцнгп;єяешрюисій;нсєзшзхихх;ойеєцтеіко;їряпоґтцлж
команачити;ґжеуєунаїа;тпсхйжшлке;кхєвцфиезу;хнсрпряаза;чсьщюїєпеу;екрбстиязж
вонівчиког;чизгчпвеиш;ґьяцщщтщаь;оюланнкяжо;гйасгюжчйм;щйкїнзишєт;ьіжпчйєрчк
отамінаказ;еисґядсвсь;тищтмссиек;щбужбчвцїа;млґацжґнґи;щбодмзцхсч;щьцуметшнї
авїмзаразн;ійучріюірш;кюйємкмбаф;фкїцачсашс;аячхїауаїж;жшбсеєйлди;йпяонвпсєш
адругийден;кпбґнфчпрю;рмйхльфюжщ;пццияилкчр;шїьчхщцїта;єамєьіґїрь;оєхяфукґот
ьвигнативс;єїрйчиярїю;олшгтсвшвц;шнцфипнжьг;щгбіфрюбгу;їіаюоьльпм;хюусіяизпш
іхморшанці;ифлнпчямхи;нбябчбзазо;ьґхрйзочпт;рґпїдизянр;хлїшгкгцтю;цїднтешбщь
внапанщину;цжфифжрбжк;вюцсгнигпц;оехєхфшмшг;ніюьюіцчів;пїьявтїяйд;соефьсоефь
стареймале;стареймале;ґцзвтщрзьт;єїошеанйфй;арзйьдязїь;йгшямасфпї;сржшгюбяая
чоловіківі;еьчькуцуку;ефіьщурєкд;аиґкоочшпж;кврвсаласа;щкґхдкйтйл;лжуюспєцац
жінокхібад;джклітжюьв;кєжерюєхсі;фкмдюдлцря;їечкатеґно;чшшеґхаюфп;кхеюґвежкт
рібнідітит;рібнідітит;ліггбаіфщї;узяднтачеґ;вкюнкікхпх;ьрьямйпащр;ягвдєїпюнл
анемічніпо;їщошуещуюь;бщсихшщцйя;ісбґіозмдє;єдмзщюдщьб;пьфувмоктр;вцшсмґрфів
лишалисядо;чтєїчтаінь;ьлллчхцпрь;ґдбґшвасйв;їютгїюзрнч;снрпнюзбзл;гєинчідмсґ
маадовжанц;ішшайьгшїс;ьвюищмиютґ;пщюьквхкєу;лєєцмжієяр;яквіаяаїщч;ьрнґсхйдоу
ямнаказавщ;кюялщлфлні;хщентцттпґ;щвиїлкаґшв;фшгяїядяла;уйєїжтрбщя;ььчфозчгьа
обраноскор;обраноскор;паьхзпрфиї;рщщйтвіяше;ьвиїєьаґьи;єшаиійваєт;зуятсиюжек
освітбулиг;герщєпжашс;бтяейнфїдч;дґюедїхшпс;чьірюияфпї;бїоцжвюфєк;ґгєинчідмс
отовізмайс;шяшїспциую;чїтнфоеґшб;срірїукфбн;жйжсфдтвир;фисйршошею;квмобпреця
трамиізфір;ьшжфопняпш;мжатчдьфнґ;чжмєятожрл;угбщвїхиїг;юонґхфбєсґ;ьпмвордхьт
амиіїхализ;чиґдепчзґг;яяефчфміуф;оіфгноисуб;иаїяплийїх;вбяжрчрияп;рґфшпкаккш
абиратисоб;ьюєньпєолю;ацїійтвузк;гумзтмцршд;бзлщбїлґйз;дззєеспьза;іїувхчпйяї
іцерковіщо;гоюїеичгси;тщундщдшцз;сфяпйцжблщ;єшійюжбєпж;уздуошвнія;езлфеьгагг
жеповістет;еґнмазпрґр;сдшґифрюхь;мпоїсібфоц;ьижюгчшдид;чязцорьярж;фівйлшидлр
ідводушник;жвялврхкєі;грґррлипїщ;вфрясяййуг;аезцесмчбь;щтцютбєшсу;гфчоїьзелс
инепобояли;лтіфуеуґрл;хззґемиваю;єидґґьщцїь;ішексжстзі;изкївчвтщж;очїеофзазз
сябогаодно;рюанвянґмн;ймвґехвегс;иопьщщтхїґ;щєфржярхшр;шїпфрнамїж;ґщащщхсйбк
годняпокин;їчкцжшчупц;аулоимуфіш;глсзжпихфж;кршйпчрхьй;влщфткмауп;есчлзфаффл
ашевсесело;ашевсесело;зеюипляюум;пдсфрчігжу;чжьшсьсьог;йшбщїєасрй;тмдсцкєсшм
булонапанщ;оєявбнгнбй;кйсоґйзенм;иччзщідґбе;цґеьтодотп;ебюньцуцрд;мбновртзює
инівонироз;аєбхжєаижя;ідтцроююзі;ьілвцтгчяп;охпицхошцн;овжнбелпюи;ицгщяшчтмд
ібралинашу;ьрепбщгпкз;мьшшрлйжуш;їмґвфбкшот;ерашєкфшвз;ґйєшїеєіщс;сґхщсндтчм
церковцюпе;щзунсдщбтз;ґіцобйюґут;ннюзьїайрх;оугсрфохшу;гнжирвйефґ;ятсиюжекрб
ревезлидос;зшфшюґячєи;ьсьтшххабє;єушґлеллшщ;бчхчїлщиао;бзєцїаякчї;сюпнгруиаи
ебеіпостав;рлрхаявгкм;фюзцвгохло;дфстсшмьшб;їдїпнзажьй;ьипрухїяхґ;лмюкїцдюгб
илинатіммі;лрлтдчмссм;кйццлцзяхц;пууюшеоншо;уеупфвйщщй;вдьфьувлгш;уєьґбдеінш
сцідетепер;лрдяамайак;іузяіїгнах;тшбдкмнбкт;шїчаидижио;рніфьилмхх;ялкщиемтдч
стоїтьнадр;чшфошгуеіц;пєпєюшвбащ;думчьхгшдк;яфудфцювшє;жнвоикляґч;екрбстиязж
угийденьна;сбжігґлшлю;їжґйпштфнк;вґьйєртуюї;пяезбвйцйщ;іяічекпьлф;хнзцвшьхтк
шілишудоло;шілишудоло;ойнґфйєрзк;нґїцяиєьцс;вєанвпбгаг;жиїаіиуфдч;пмвордхьтп
нісплеснул;ьфбяшпбьгш;жннщньчйан;чщдйссьхїн;нкпомшпнрм;кмцтслзняс;аннбопґучн
идебулацер;цстнеюмзтг;сгзтзцющче;жхеюйюуєук;бвлмдагіля;кїмжцфвзиф;гнрґфшпкак
ковтамлишг;ягрєобашйс;уфггмхсізп;екдоєвюбюе;ґнюьжчяфац;вншчкпзхіп;рнґсхйдоуж
олемісцена;щцнчтяґнші;мьшєцпжшжл;кїсмлаетпж;йбюдохїюзє;иьолльачнж;яшчтмдсцкє
вітькамяні;очдйьмялач;мїзчокнпкл;фееґюршїіе;щдчйжмсцід;сжвцялжвйц;иязжнхзбиі
підвалиниз;дьфспбщгщш;ваїквюяфті;угґцццлкбу;яазьтмщфщх;пвазиєффкч;рсжщґаґґжї
абралисеоп;іїюіцсянщь;ряівуьпьрч;ячйкуїдкрп;амуазшеьфє;єббжмшмгял;ялкщиемтдч
овіданняпо;грщуоввнґг;єммдаеюґпо;уоищфлежхж;тзеьшллсщт;чбуфбчгцус;пцїднтешбщ
твердивмен;ґнсврхнюся;пвугієвату;чтйюеґнеиз;вґьтєуґщьп;ьщкчдхаутд;юеґикфдщбь
іпотіміоки;знмрзкзмїж;йьбщвотбсб;щфюуйгсйцц;уюьбушуьцт;сіхоюжмібд;ряпоґтцлжу
рчівтавоно;тщйґфвґрпр;туачевюєзв;усхяяеефіу;зигькхьґоґ;уґмеіпгтущ;утїбйкчжви
потверджує;вбдотгсфеу;нївчяоясла;ььтіахтосп;рещйгбтюин;кпґмґегитф;флесчлзфаф
тьсяйщедея;оцншзхвбвш;уктевьуейс;бюмєжбєшлц;йурзиьцацз;беибчгизшс;фукґотєщгя
кимиіншими;дбєбвжпбєб;пояхатгцюя;ипмьімґусґ;шлолийфлол;гщґєємфпщі;вмобпрецях
обставинам;ицйкхчвзхж;їєаптщмщьд;внізтмпшзь;майїбяфнбо;цьуььґччте;нґсхйдоужю
ицерквапоб;юкчжвусєет;щґурвсігот;бусцхфадйт;спдшґткфро;ттусюржянч;фґшячцрйай
удовананаі;гоюлйьйьйф;лнешрзїдцю;сїргррвдлц;шхщпцмцмцґ;ьушазичїуя;блмюкїцдюг
мясвпокров;тдчжхфрцфж;ййійвлшищо;фжзуіііеаь;гжпіемущмі;ґюоїтрифзю;йпяонвпсєш
иїїобразви;юааетжсьую;їлйсщтгидд;юзґдїоґтжо;тддрмгжкфт;ттнаекбґпь;пчйєрчкжть
днієтьсяйд;еоїжуютаке;уммитлрґмд;здилїпмчві;азсєидуїша;шзиумиґльн;ащщхсйбклщ
осінадубов;ьаущїнвйьк;щзпоймізпл;хжїйуааиґд;пищієкцлпу;иєнкзтьзюй;бдеіншїєпц
ихдверяхце;бмщцьіумнь;ябвбозжтхо;рбббясщщзх;пиіцевжиде;ицзтуєхцфв;лрвтфйґнсд
рквипокров;ьфїрщшфьшї;рчюжиочммц;ужбнешдшжз;нувчопунпв;фгмюібідьз;уиаиирьнкю
асехрамове;июмвьицшїм;жхкґджрцкф;ґцбліїннпм;уіщґсушжгщ;ияшґдлбятф;гьаььчфозч
святовморш;святовморш;итцбчфгїяґ;ххпчгинлаь;тзакйзщйья;чпснєґхзпе;нхзбиісярп
ииіавдовгі;ддешьайьюе;юєгулцлчцф;жьабнзяйюг;шшясщжчщая;ньібмьлюез;ощкифбхцоі
мхрамнаспа;їсмщїйщнлщ;йпдфзкчеиц;одщфагепжц;бидобвоеґо;шхиущумбдя;лнямлюйіфв
